"SEQN","RIDAGEYR","INDFMPIR","DMDEDUC2","DMDMARTL","RIAGENDR","RIDRETH1"
31908,4,0.75,NA,NA,1,1
31909,17,5,NA,5,1,5
31910,1,1.25,NA,NA,1,1
31911,3,0.67,NA,NA,1,1
31912,13,0.99,NA,NA,2,1
31913,48,5,4,1,2,3
31914,51,2.41,3,1,1,3
31915,15,1.39,NA,5,1,1
31916,4,3.63,NA,NA,2,1
31917,4,4.49,NA,NA,2,4
31918,1,0.36,NA,NA,1,4
31919,18,3,NA,5,2,3
31920,17,3.51,NA,5,2,1
31921,20,4.71,3,5,2,3
31922,31,2.35,5,1,1,3
31923,65,5,3,1,1,4
31924,20,2.87,2,4,2,3
31925,6,NA,NA,NA,2,1
31926,51,2,3,1,2,3
31927,4,1.17,NA,NA,2,4
31928,1,2.43,NA,NA,1,3
31929,20,1.42,4,4,2,4
31930,22,1.44,3,5,2,3
31931,16,3.09,NA,5,2,3
31932,11,1.66,NA,NA,1,4
31933,10,0.87,NA,NA,2,4
31934,13,5,NA,NA,2,4
31935,5,0.71,NA,NA,2,1
31936,22,1.05,3,5,2,3
31937,57,5,4,1,1,3
31938,0,0.86,NA,NA,2,1
31939,41,3.57,4,4,1,4
31940,9,0.55,NA,NA,2,4
31941,79,5,3,1,1,3
31942,0,1.75,NA,NA,2,3
31943,65,4.08,5,2,2,3
31944,66,2.61,4,5,2,3
31945,67,1.41,1,6,1,3
31946,65,2.49,3,1,2,3
31947,61,1.02,2,2,2,4
31948,37,0.04,2,5,2,4
31949,6,3,NA,NA,1,5
31950,9,0.95,NA,NA,2,1
31951,15,5,NA,5,2,1
31952,9,2.52,NA,NA,1,1
31953,33,5,5,6,2,3
31954,1,1.87,NA,NA,2,3
31955,0,0.82,NA,NA,1,4
31956,4,NA,NA,NA,2,4
31957,16,0.99,NA,5,2,1
31958,49,2.65,4,5,2,4
31959,52,4.66,5,1,2,4
31960,56,0.93,1,1,1,1
31961,29,0.21,3,6,1,4
31962,54,2.19,3,4,2,1
31963,15,0.14,NA,5,1,1
31964,77,1.52,5,1,1,3
31965,0,0.64,NA,NA,1,1
31966,60,3.01,4,1,2,4
31967,63,1.75,2,3,2,4
31968,11,0.72,NA,NA,2,4
31969,13,0.29,NA,NA,1,4
31970,19,2.09,NA,5,2,3
31971,15,2.21,NA,5,1,1
31972,73,4.55,2,1,2,3
31973,23,0.85,3,5,1,1
31974,18,0.85,NA,5,2,4
31975,51,0.7,4,3,2,3
31976,44,NA,3,1,2,4
31977,15,0.78,NA,5,2,1
31978,46,5,4,1,2,3
31979,51,3.67,5,5,1,3
31980,24,0.76,4,5,2,3
31981,15,0.67,NA,5,2,4
31982,15,1.74,NA,5,2,4
31983,22,NA,2,5,1,1
31984,5,3.31,NA,NA,1,3
31985,31,4.49,4,1,2,4
31986,13,0.55,NA,NA,1,4
31987,29,0.93,2,1,1,1
31988,10,4.42,NA,NA,1,3
31989,37,1.04,1,1,1,1
31990,55,1.25,3,3,1,4
31991,33,1.15,4,4,2,1
31992,81,1.97,4,1,1,3
31993,61,2.38,4,3,2,4
31994,48,1.6,4,1,1,4
31995,14,2.78,NA,5,2,4
31996,28,1.39,2,1,2,1
31997,62,3.61,4,1,2,4
31998,39,1.58,2,1,2,1
31999,16,NA,NA,5,2,3
32000,16,1.25,NA,5,2,4
32001,41,2.98,4,1,2,5
32002,4,0.48,NA,NA,2,3
32003,77,4.59,3,2,2,3
32004,13,4.17,NA,NA,2,3
32005,3,0.72,NA,NA,1,2
32006,19,3.94,NA,5,2,4
32007,55,1.86,3,1,1,3
32008,62,2.65,3,1,1,5
32009,0,0.64,NA,NA,2,1
32010,6,1.2,NA,NA,1,1
32011,74,3.33,4,1,2,4
32012,30,2.88,4,5,2,4
32013,58,5,5,1,2,3
32014,59,5,4,3,2,3
32015,60,3.27,4,2,2,4
32016,29,1.28,4,1,2,1
32017,59,2.08,1,1,2,1
32018,17,1.71,NA,5,2,1
32019,16,3.3,NA,5,2,4
32020,64,0.94,4,3,1,3
32021,1,3.62,NA,NA,1,2
32022,70,NA,1,1,1,1
32023,2,2.08,NA,NA,2,1
32024,47,5,2,1,1,3
32025,13,2.23,NA,NA,1,4
32026,16,1.59,NA,5,2,4
32027,24,1.67,3,5,1,1
32028,22,NA,5,5,2,5
32029,1,3.88,NA,NA,1,3
32030,80,1.14,2,1,1,3
32031,19,0.22,NA,6,2,4
32032,2,0.66,NA,NA,2,1
32033,16,1.16,NA,5,1,1
32034,15,1.31,NA,5,1,4
32035,60,3.03,4,1,1,4
32036,44,3.44,3,1,2,3
32037,34,1.25,1,1,1,1
32038,61,0.62,2,1,1,1
32039,77,0.98,3,1,1,3
32040,25,5,5,5,1,3
32041,2,3.25,NA,NA,2,1
32042,66,3.37,2,2,2,4
32043,6,1.49,NA,NA,1,4
32044,53,5,5,3,2,4
32045,85,NA,1,2,2,3
32046,33,4.69,4,5,2,4
32047,16,2.11,NA,5,1,1
32048,29,5,4,3,2,3
32049,10,5,NA,NA,2,1
32050,15,0.37,NA,5,1,1
32051,13,5,NA,NA,2,4
32052,8,4.01,NA,NA,2,3
32053,0,0.9,NA,NA,1,1
32054,2,0.4,NA,NA,1,1
32055,30,1.61,3,1,2,1
32056,3,3.5,NA,NA,1,1
32057,12,1.71,NA,NA,1,4
32058,7,0.94,NA,NA,2,4
32059,85,4.17,3,1,1,3
32060,3,5,NA,NA,1,1
32061,79,5,3,2,2,3
32062,73,0.7,1,6,1,1
32063,12,4.13,NA,NA,1,3
32064,1,1.08,NA,NA,1,1
32065,8,NA,NA,NA,2,2
32066,65,4.18,2,6,1,4
32067,22,1.53,3,6,2,3
32068,81,1.53,1,2,2,3
32069,0,2.14,NA,NA,1,3
32070,19,1.56,NA,5,1,1
32071,48,5,3,6,1,4
32072,8,1.5,NA,NA,2,3
32073,19,0.77,NA,5,2,1
32074,15,5,NA,5,2,3
32075,85,1.63,3,2,2,3
32076,17,1.49,NA,5,2,4
32077,14,2.34,NA,5,2,3
32078,17,0.64,NA,5,2,1
32079,50,5,4,1,1,2
32080,3,2.87,NA,NA,2,4
32081,35,0.86,1,1,2,1
32082,60,5,3,1,1,4
32083,7,0.95,NA,NA,1,3
32084,79,1.97,1,1,1,3
32085,28,NA,3,6,2,1
32086,40,1.58,2,1,1,1
32087,0,0.65,NA,NA,2,1
32088,18,2.45,NA,5,1,4
32089,27,2.04,4,5,2,1
32090,0,1.05,NA,NA,1,3
32091,30,2.45,2,1,1,1
32092,9,1.58,NA,NA,2,1
32093,53,1.24,4,5,1,1
32094,45,5,3,1,2,3
32095,3,3.42,NA,NA,2,3
32096,0,0.62,NA,NA,1,1
32097,19,NA,NA,6,2,1
32098,21,2.61,3,5,2,5
32099,65,2.73,2,5,1,4
32100,2,4,NA,NA,1,3
32101,0,1.32,NA,NA,1,4
32102,10,5,NA,NA,1,4
32103,14,0.8,NA,5,1,1
32104,33,2.48,2,1,1,3
32105,1,1.55,NA,NA,1,5
32106,1,0.93,NA,NA,2,4
32107,50,3.74,5,1,1,3
32108,6,1.12,NA,NA,2,3
32109,32,4.25,2,1,1,2
32110,62,1.89,1,3,2,1
32111,19,1.16,NA,5,2,1
32112,41,5,4,5,1,3
32113,62,1.68,2,1,2,1
32114,40,1.32,2,1,1,4
32115,26,5,3,1,2,3
32116,1,2.71,NA,NA,1,1
32117,14,1.44,NA,5,1,3
32118,62,4.36,4,1,1,3
32119,1,0.51,NA,NA,1,4
32120,72,2.04,4,5,2,3
32121,1,3.19,NA,NA,1,3
32122,22,2.71,5,5,1,2
32123,15,2.47,NA,5,1,3
32124,15,5,NA,5,1,3
32125,0,2.96,NA,NA,1,4
32126,0,1.71,NA,NA,2,1
32127,49,5,5,1,2,3
32128,0,1.81,NA,NA,2,1
32129,70,3.03,5,1,1,3
32130,20,3.9,4,5,2,3
32131,12,2.32,NA,NA,1,4
32132,31,2.56,4,1,2,4
32133,30,5,5,1,2,1
32134,19,2.55,NA,5,1,3
32135,38,4.6,5,5,2,3
32136,42,2.9,4,1,2,3
32137,16,3.11,NA,5,1,4
32138,47,5,4,1,2,3
32139,1,0.98,NA,NA,2,4
32140,69,3.46,4,1,2,4
32141,35,0.38,5,1,1,4
32142,7,2.05,NA,NA,2,4
32143,58,3.97,3,3,1,4
32144,0,0,NA,NA,1,1
32145,21,1.05,4,5,2,3
32146,15,NA,NA,5,2,4
32147,5,1.4,NA,NA,2,3
32148,17,3.75,NA,5,1,3
32149,29,3.36,4,1,2,4
32150,30,4.1,5,1,2,3
32151,17,5,NA,5,1,4
32152,19,1.03,NA,6,2,3
32153,43,5,3,1,2,3
32154,63,4.68,3,1,2,4
32155,10,3.21,NA,NA,1,3
32156,85,5,3,1,2,3
32157,1,0.52,NA,NA,2,1
32158,7,3.54,NA,NA,1,3
32159,4,1.24,NA,NA,2,4
32160,0,1.13,NA,NA,1,3
32161,38,2.34,3,3,2,5
32162,26,0.85,1,1,2,1
32163,47,1.68,1,4,2,1
32164,22,3.16,3,6,1,3
32165,40,0.43,1,1,1,1
32166,19,0.1,NA,5,2,4
32167,75,3.66,3,1,1,3
32168,57,0.84,4,2,1,4
32169,29,3.01,4,6,2,1
32170,2,2.5,NA,NA,1,3
32171,4,NA,NA,NA,2,3
32172,17,2.61,NA,5,1,4
32173,32,1.97,4,4,1,4
32174,1,1.29,NA,NA,1,2
32175,51,5,4,1,1,2
32176,16,NA,NA,5,1,4
32177,16,3.76,NA,5,1,3
32178,15,2.24,NA,5,2,1
32179,53,1.57,1,2,2,1
32180,31,5,5,1,2,3
32181,85,NA,3,2,1,3
32182,11,1.74,NA,NA,1,4
32183,23,1.12,3,6,2,4
32184,3,4.66,NA,NA,2,3
32185,19,0.46,NA,5,1,2
32186,17,0.33,NA,5,1,4
32187,2,0.04,NA,NA,2,1
32188,12,2.48,NA,NA,1,1
32189,26,2.37,4,5,1,3
32190,6,3.42,NA,NA,1,3
32191,13,1.36,NA,NA,1,5
32192,0,NA,NA,NA,2,1
32193,76,3.13,4,3,1,3
32194,70,1.15,4,1,1,5
32195,14,0.63,NA,5,2,1
32196,12,1.13,NA,NA,1,1
32197,43,1.6,1,1,2,1
32198,21,5,4,5,2,3
32199,27,2.73,4,5,2,3
32200,60,1.9,1,1,2,1
32201,53,4.05,4,3,2,3
32202,81,1.95,3,1,1,3
32203,19,1.02,NA,5,1,1
32204,40,4.91,4,3,2,1
32205,35,2.86,3,6,2,5
32206,8,NA,NA,NA,2,1
32207,45,3.12,2,3,1,4
32208,36,3.63,3,1,2,1
32209,0,2.02,NA,NA,2,1
32210,15,3.88,NA,5,1,3
32211,55,5,4,6,1,3
32212,46,2.73,3,4,1,3
32213,18,3.31,NA,5,2,2
32214,45,0.97,3,1,2,3
32215,2,0.12,NA,NA,2,5
32216,53,3.12,4,1,2,3
32217,17,NA,NA,5,2,1
32218,13,1.98,NA,NA,2,3
32219,19,2.34,NA,5,1,1
32220,76,5,2,1,1,3
32221,36,5,3,1,1,3
32222,0,0.11,NA,NA,1,4
32223,23,2.62,3,6,2,3
32224,85,NA,1,2,2,3
32225,23,0.93,2,5,1,4
32226,40,5,5,4,1,4
32227,5,1.7,NA,NA,1,3
32228,9,5,NA,NA,2,5
32229,61,5,5,1,1,4
32230,59,4.29,5,1,1,3
32231,17,2.73,NA,5,1,3
32232,3,3.62,NA,NA,1,1
32233,4,1.98,NA,NA,2,3
32234,12,3.9,NA,NA,2,1
32235,3,1.06,NA,NA,2,4
32236,10,0.31,NA,NA,2,3
32237,2,0.93,NA,NA,1,3
32238,6,5,NA,NA,1,4
32239,60,4.77,3,1,2,3
32240,35,3.51,4,5,2,4
32241,25,NA,4,5,1,4
32242,19,1.04,NA,5,2,4
32243,15,0.35,NA,5,2,4
32244,13,3.65,NA,NA,1,3
32245,61,5,5,1,1,3
32246,27,1.71,1,6,2,2
32247,1,0.6,NA,NA,2,1
32248,9,2.75,NA,NA,1,1
32249,21,5,3,5,1,3
32250,29,5,5,1,2,3
32251,35,1.47,3,1,1,3
32252,1,1.19,NA,NA,1,3
32253,2,5,NA,NA,1,3
32254,65,2.81,5,1,1,3
32255,19,0.83,NA,1,1,5
32256,42,0.85,1,1,2,1
32257,19,0.04,NA,5,2,1
32258,0,1.04,NA,NA,2,1
32259,6,1.39,NA,NA,2,3
32260,1,1.03,NA,NA,1,3
32261,13,1.2,NA,NA,1,4
32262,16,0.89,NA,5,2,1
32263,1,0.93,NA,NA,1,4
32264,0,2.2,NA,NA,1,3
32265,69,1.63,2,2,2,3
32266,32,3.62,3,1,1,3
32267,54,2.4,3,3,1,4
32268,65,1.63,3,3,1,3
32269,14,0.68,NA,5,2,1
32270,57,2.71,4,1,2,3
32271,83,5,5,1,1,3
32272,83,NA,2,2,2,3
32273,28,1.33,1,1,1,1
32274,0,0,NA,NA,2,4
32275,13,3.76,NA,NA,1,1
32276,7,3.63,NA,NA,2,4
32277,5,NA,NA,NA,1,1
32278,7,0.31,NA,NA,1,4
32279,73,5,4,2,2,3
32280,17,3.05,NA,5,2,1
32281,14,0.71,NA,5,1,1
32282,0,0.82,NA,NA,2,4
32283,62,0.75,1,1,1,1
32284,6,1.4,NA,NA,1,5
32285,7,4.3,NA,NA,1,3
32286,21,NA,3,5,2,1
32287,35,2.42,3,1,1,4
32288,8,3.48,NA,NA,2,4
32289,4,0.66,NA,NA,2,5
32290,43,5,3,1,2,3
32291,9,0.85,NA,NA,2,1
32292,24,1.36,4,5,2,4
32293,18,0.63,NA,5,2,4
32294,77,2.5,3,2,2,3
32295,50,5,5,1,1,3
32296,43,3.11,5,5,1,3
32297,27,5,4,5,1,5
32298,62,2.65,3,3,2,5
32299,1,5,NA,NA,2,1
32300,53,5,5,5,1,4
32301,14,2.99,NA,5,1,1
32302,7,5,NA,NA,1,4
32303,30,1.55,2,1,1,4
32304,34,0.99,3,6,1,3
32305,18,0.36,NA,4,1,1
32306,15,2.56,NA,5,1,3
32307,1,3.11,NA,NA,1,3
32308,10,NA,NA,NA,2,4
32309,24,1.51,4,1,2,3
32310,12,0.7,NA,NA,1,1
32311,15,3.16,NA,5,2,3
32312,83,2.2,1,1,1,3
32313,7,1.66,NA,NA,1,4
32314,12,2.76,NA,NA,2,3
32315,14,0.65,NA,5,2,4
32316,85,0.51,2,2,2,3
32317,17,0.68,NA,6,1,1
32318,12,NA,NA,NA,2,5
32319,17,1.99,NA,5,2,4
32320,10,5,NA,NA,1,3
32321,66,2.58,5,3,1,5
32322,0,1.18,NA,NA,1,1
32323,4,1.06,NA,NA,2,2
32324,34,5,5,1,1,1
32325,36,2.73,1,5,1,2
32326,16,1.24,NA,5,1,4
32327,73,NA,7,77,1,3
32328,81,1.14,4,1,2,3
32329,15,4.42,NA,5,1,1
32330,7,4.25,NA,NA,2,5
32331,15,4.82,NA,5,2,4
32332,5,0.59,NA,NA,1,1
32333,45,1.22,3,1,2,3
32334,43,1.98,3,1,1,3
32335,49,5,4,3,2,2
32336,0,1.03,NA,NA,1,3
32337,6,1.03,NA,NA,1,3
32338,35,1.08,2,1,2,1
32339,14,NA,NA,5,1,4
32340,3,2.33,NA,NA,1,3
32341,0,NA,NA,NA,2,1
32342,58,5,4,1,2,3
32343,61,5,3,1,2,4
32344,8,0.95,NA,NA,1,1
32345,24,1.43,5,5,2,3
32346,10,3.18,NA,NA,2,1
32347,1,1.2,NA,NA,2,4
32348,0,0.78,NA,NA,2,1
32349,32,0.56,4,1,2,4
32350,76,2.19,2,2,1,4
32351,1,1.06,NA,NA,1,3
32352,9,5,NA,NA,2,3
32353,5,0.68,NA,NA,1,1
32354,13,0.52,NA,NA,2,3
32355,63,0.95,1,1,1,1
32356,13,1.4,NA,NA,1,4
32357,31,4.13,4,5,1,4
32358,53,1.4,1,1,1,1
32359,41,1.65,4,1,2,4
32360,55,5,3,1,2,3
32361,24,0.62,3,1,1,1
32362,28,2.05,2,4,2,4
32363,32,4.25,2,1,2,3
32364,12,3.11,NA,NA,2,4
32365,2,0.62,NA,NA,1,2
32366,2,0.37,NA,NA,2,1
32367,11,0.41,NA,NA,2,1
32368,42,3.94,4,1,2,4
32369,15,0.93,NA,5,1,5
32370,31,1.86,5,1,1,3
32371,0,3.25,NA,NA,1,3
32372,19,5,NA,5,1,3
32373,9,4.97,NA,NA,2,1
32374,0,1.95,NA,NA,1,1
32375,16,5,NA,5,2,3
32376,4,0.79,NA,NA,2,1
32377,72,2.76,3,3,2,3
32378,20,1.49,2,5,2,4
32379,12,2.58,NA,NA,1,4
32380,11,1.09,NA,NA,1,4
32381,32,1.24,5,6,2,5
32382,38,4.1,5,1,2,3
32383,83,3.41,3,2,2,3
32384,15,1.68,NA,5,1,1
32385,28,0.61,1,1,1,1
32386,34,5,5,6,1,3
32387,0,4.49,NA,NA,2,3
32388,55,3.34,3,3,1,5
32389,28,1.52,4,5,1,3
32390,10,1.93,NA,NA,1,4
32391,42,1.09,3,3,2,3
32392,6,4.42,NA,NA,1,4
32393,20,0.51,3,6,2,1
32394,20,2.56,4,5,1,5
32395,16,0.88,NA,5,2,1
32396,20,0.95,2,5,1,2
32397,5,0.75,NA,NA,2,1
32398,1,0.81,NA,NA,2,4
32399,14,2.89,NA,5,1,4
32400,16,3.5,NA,5,1,1
32401,40,1.16,3,1,2,1
32402,2,2.2,NA,NA,1,4
32403,78,1.63,3,3,2,3
32404,22,4.27,3,5,1,4
32405,36,4.27,3,1,2,3
32406,50,5,4,1,1,3
32407,10,5,NA,NA,2,3
32408,39,1.93,2,4,1,1
32409,24,1.54,1,6,2,1
32410,0,3.51,NA,NA,1,1
32411,13,2.3,NA,NA,2,3
32412,0,0.49,NA,NA,1,1
32413,1,2.25,NA,NA,2,1
32414,78,1.97,3,1,2,3
32415,4,5,NA,NA,1,3
32416,83,1.02,1,2,1,3
32417,17,5,NA,5,1,3
32418,3,2.47,NA,NA,2,3
32419,29,1.17,4,1,2,1
32420,8,3.32,NA,NA,2,3
32421,5,1.65,NA,NA,2,3
32422,0,5,NA,NA,2,4
32423,19,5,NA,5,2,1
32424,11,1.95,NA,NA,2,4
32425,4,1.24,NA,NA,2,4
32426,1,5,NA,NA,1,3
32427,17,1.24,NA,5,2,1
32428,63,3.5,3,1,2,3
32429,21,5,4,5,1,3
32430,21,2.09,4,5,1,3
32431,14,0.88,NA,5,2,4
32432,1,NA,NA,NA,1,1
32433,8,1.99,NA,NA,2,4
32434,12,0.43,NA,NA,2,1
32435,4,5,NA,NA,1,3
32436,51,4.24,3,1,2,3
32437,25,5,4,5,1,4
32438,16,3.5,NA,5,2,3
32439,85,0.83,1,1,2,1
32440,72,1.19,2,1,1,3
32441,38,2,4,1,2,3
32442,72,2.73,1,4,1,1
32443,69,3.11,4,3,2,3
32444,85,1.95,1,2,1,3
32445,13,3.85,NA,NA,1,1
32446,1,1.93,NA,NA,2,1
32447,65,3.41,4,1,1,3
32448,13,1.79,NA,NA,2,1
32449,0,1.79,NA,NA,2,1
32450,0,1.54,NA,NA,1,1
32451,3,1.75,NA,NA,2,2
32452,74,5,5,1,1,3
32453,68,NA,3,2,2,4
32454,12,4.25,NA,NA,1,3
32455,85,3.79,5,1,1,3
32456,18,2.38,NA,5,2,4
32457,4,5,NA,NA,2,4
32458,15,2.79,NA,5,1,4
32459,62,0.82,4,3,2,3
32460,18,5,NA,5,1,3
32461,12,2.75,NA,NA,2,1
32462,6,0.1,NA,NA,2,4
32463,56,NA,3,1,1,4
32464,10,1.6,NA,NA,1,4
32465,7,0.95,NA,NA,1,1
32466,2,1.75,NA,NA,2,1
32467,48,NA,3,1,2,3
32468,5,1,NA,NA,2,4
32469,9,0.62,NA,NA,2,1
32470,40,2.25,2,1,2,2
32471,5,0.94,NA,NA,2,5
32472,12,0.77,NA,NA,1,4
32473,1,1.11,NA,NA,1,4
32474,11,5,NA,NA,1,3
32475,15,0,NA,5,1,4
32476,12,0.4,NA,NA,1,1
32477,41,2.38,4,5,2,4
32478,27,5,5,1,2,3
32479,15,2.48,NA,5,2,3
32480,16,0.51,NA,5,1,1
32481,64,2.04,3,2,2,3
32482,10,2.99,NA,NA,1,5
32483,40,0.47,1,1,1,1
32484,14,0.86,NA,5,2,1
32485,24,4.67,4,5,1,1
32486,0,0.51,NA,NA,1,1
32487,5,0.75,NA,NA,1,3
32488,50,5,4,1,2,3
32489,62,5,2,1,1,3
32490,22,1.81,1,6,2,1
32491,29,0.81,2,6,2,3
32492,0,2.57,NA,NA,2,5
32493,7,NA,NA,NA,1,4
32494,37,1.95,3,5,1,3
32495,15,1.11,NA,5,1,4
32496,0,5,NA,NA,2,1
32497,74,1.22,3,2,2,3
32498,19,3.92,NA,5,2,1
32499,16,2.49,NA,5,1,3
32500,22,5,4,5,1,4
32501,18,5,NA,5,1,1
32502,23,1.55,4,6,2,4
32503,29,1.75,2,4,2,2
32504,58,NA,4,1,1,4
32505,22,0.81,2,5,2,4
32506,25,4.83,4,1,1,3
32507,23,1.41,3,6,2,3
32508,14,1.37,NA,5,1,1
32509,25,3.5,2,6,1,2
32510,4,2.71,NA,NA,1,4
32511,9,2.89,NA,NA,2,3
32512,0,0.42,NA,NA,1,2
32513,22,0.3,3,1,2,1
32514,16,2.16,NA,5,1,1
32515,14,1.37,NA,5,1,4
32516,14,0.04,NA,5,1,4
32517,61,1.29,4,3,1,3
32518,13,0,NA,NA,2,4
32519,13,2.99,NA,NA,2,4
32520,38,1,3,6,1,4
32521,53,1.17,3,1,1,3
32522,9,5,NA,NA,1,4
32523,35,3.5,3,1,1,3
32524,7,5,NA,NA,1,5
32525,0,0.62,NA,NA,2,1
32526,51,3.9,4,1,2,3
32527,13,2.35,NA,NA,2,1
32528,19,5,NA,5,1,3
32529,12,0.53,NA,NA,1,4
32530,72,2.73,4,1,2,3
32531,55,0.08,4,3,1,3
32532,9,1.75,NA,NA,1,4
32533,0,4.22,NA,NA,2,1
32534,16,0.99,NA,5,1,4
32535,4,0.85,NA,NA,2,4
32536,4,NA,NA,NA,2,1
32537,13,4.13,NA,NA,2,1
32538,12,3.75,NA,NA,2,5
32539,11,0.52,NA,NA,2,4
32540,60,0.55,2,1,2,4
32541,11,3.08,NA,NA,2,5
32542,5,0.48,NA,NA,1,4
32543,26,5,5,1,2,3
32544,7,2.61,NA,NA,1,4
32545,0,5,NA,NA,1,3
32546,15,2.25,NA,5,2,2
32547,0,0.95,NA,NA,1,1
32548,64,5,2,1,1,3
32549,17,1.39,NA,5,2,1
32550,56,3.5,3,1,1,3
32551,44,2.49,5,1,1,4
32552,26,1.74,3,1,2,4
32553,13,1.25,NA,NA,2,1
32554,4,0.67,NA,NA,2,1
32555,9,0.36,NA,NA,2,1
32556,41,5,5,5,2,3
32557,0,1.3,NA,NA,1,3
32558,6,5,NA,NA,2,1
32559,13,1.2,NA,NA,1,1
32560,23,0.73,4,5,2,3
32561,4,1.16,NA,NA,1,1
32562,2,3.63,NA,NA,1,1
32563,4,0.75,NA,NA,1,2
32564,43,4.97,3,3,1,4
32565,48,4.04,3,3,2,1
32566,43,5,3,1,1,4
32567,15,0.35,NA,5,1,1
32568,4,4.16,NA,NA,2,3
32569,2,1.55,NA,NA,1,2
32570,38,5,4,1,1,3
32571,0,0.48,NA,NA,1,4
32572,25,3.9,4,1,2,2
32573,46,4.08,4,3,1,4
32574,55,NA,4,3,1,4
32575,24,2.34,4,5,2,3
32576,17,0.35,NA,5,2,1
32577,45,4.16,4,5,1,3
32578,9,1.24,NA,NA,2,3
32579,1,3.11,NA,NA,2,3
32580,15,4.27,NA,5,1,3
32581,83,1.56,3,2,2,3
32582,33,1.84,3,1,2,1
32583,28,2.98,4,6,2,4
32584,0,5,NA,NA,2,3
32585,16,NA,NA,5,2,4
32586,67,2.57,5,1,2,3
32587,0,0.62,NA,NA,1,1
32588,65,5,5,1,1,3
32589,14,0.52,NA,5,2,3
32590,2,0,NA,NA,1,3
32591,52,3.87,2,1,2,4
32592,51,3.79,3,1,1,3
32593,2,0.57,NA,NA,1,1
32594,16,5,NA,5,1,2
32595,5,2.84,NA,NA,1,3
32596,29,3.12,2,1,2,4
32597,44,0.94,4,3,2,1
32598,14,0.95,NA,5,1,3
32599,45,2,3,1,2,3
32600,34,NA,2,1,2,1
32601,58,NA,2,1,2,3
32602,85,NA,2,2,1,3
32603,13,1.19,NA,NA,1,4
32604,15,5,NA,5,2,3
32605,39,1.49,2,1,1,4
32606,19,NA,NA,5,2,1
32607,5,0.39,NA,NA,1,1
32608,0,4.35,NA,NA,1,3
32609,45,0.98,2,4,1,1
32610,17,1.16,NA,5,1,3
32611,33,NA,2,5,2,4
32612,3,NA,NA,NA,1,3
32613,22,NA,3,1,1,1
32614,8,3.25,NA,NA,1,3
32615,64,0.84,1,2,2,1
32616,24,0.19,2,5,2,3
32617,2,1.11,NA,NA,2,1
32618,64,2.61,4,1,2,1
32619,52,3.41,1,1,1,1
32620,51,0.2,1,1,1,1
32621,23,1.06,1,1,1,1
32622,13,2.06,NA,NA,2,1
32623,9,2.99,NA,NA,1,4
32624,74,1.89,4,1,2,3
32625,17,0.1,NA,5,1,4
32626,33,3.31,4,6,2,3
32627,45,1.21,4,4,2,3
32628,2,NA,NA,NA,2,1
32629,71,3.03,3,1,2,3
32630,60,1.52,5,1,1,5
32631,9,0.93,NA,NA,1,1
32632,55,4.08,3,5,2,3
32633,0,2.5,NA,NA,1,3
32634,34,1.99,3,5,1,4
32635,19,3.21,NA,5,1,3
32636,41,3.08,4,1,2,5
32637,5,0.84,NA,NA,2,1
32638,16,5,NA,5,2,3
32639,10,1.77,NA,NA,1,3
32640,39,NA,3,1,1,3
32641,50,2.3,4,1,1,1
32642,9,2.89,NA,NA,1,3
32643,13,4.1,NA,NA,1,3
32644,84,0.93,1,1,1,3
32645,16,0.88,NA,5,1,1
32646,11,4.97,NA,NA,1,4
32647,8,0.66,NA,NA,2,1
32648,19,0.64,NA,1,2,1
32649,26,4.97,5,1,2,3
32650,31,4.17,4,4,1,4
32651,39,0.82,2,1,2,1
32652,12,2.8,NA,NA,2,3
32653,20,0.7,2,1,1,1
32654,23,5,4,1,2,2
32655,31,3.63,4,1,2,1
32656,20,1.87,4,1,2,2
32657,16,4.87,NA,4,1,3
32658,0,0.68,NA,NA,1,1
32659,4,0.41,NA,NA,2,3
32660,11,0.49,NA,NA,2,1
32661,8,1.71,NA,NA,1,4
32662,14,0.93,NA,5,1,4
32663,40,1.47,2,1,2,3
32664,2,5,NA,NA,1,5
32665,6,0.49,NA,NA,1,4
32666,85,1.89,3,1,1,3
32667,1,2.56,NA,NA,1,4
32668,34,3.47,2,6,2,3
32669,1,0.53,NA,NA,2,2
32670,12,0.86,NA,NA,2,1
32671,29,2.69,5,1,2,3
32672,12,1.45,NA,NA,1,4
32673,17,1.82,NA,5,1,3
32674,26,1.57,5,5,2,5
32675,7,5,NA,NA,2,3
32676,14,3.15,NA,5,2,3
32677,53,3.12,4,3,2,1
32678,5,NA,NA,NA,1,3
32679,5,1.28,NA,NA,2,4
32680,33,5,5,3,1,3
32681,67,0.98,5,2,2,3
32682,1,0.93,NA,NA,1,1
32683,13,3.48,NA,NA,1,4
32684,67,1.53,3,2,2,4
32685,11,2.23,NA,NA,1,4
32686,15,3.5,NA,5,2,5
32687,74,1,1,2,2,3
32688,63,1.49,2,5,2,4
32689,31,0.78,2,5,2,3
32690,56,5,5,3,2,3
32691,43,2.18,3,3,1,4
32692,11,5,NA,NA,1,3
32693,21,0.79,4,5,2,1
32694,85,5,3,2,2,3
32695,11,1.93,NA,NA,2,1
32696,69,3.46,4,1,1,4
32697,67,4.8,3,1,1,3
32698,14,0.94,NA,5,1,3
32699,5,0.52,NA,NA,1,4
32700,15,3.36,NA,5,1,3
32701,1,2.48,NA,NA,1,3
